row	cipher_position	symbol	literal	grade	basis
P1.C15	8	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	9	39	x	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	10	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C15	11	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	12	ha	da	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C15	13	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	14	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	15	22	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	16	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	17	19	l	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C15	18	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C15	19	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	1	au	pa	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	2	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	3	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	4	tus	bu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	5	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	6	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	7	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	8	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	9	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	10	plu	tu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	11	n	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	12	cu	mu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	13	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	14	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	15	o	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	16	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	17	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	18	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C16	19	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C16	20	tes	be	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	1	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	2	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	3	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	4	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	5	ou	po	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	6	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	7	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	8	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	9	46	ne	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	10	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	11	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	12	tis	bi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	13	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	14	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	15	en	se	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	16	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	17	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	18	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	19	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C17	20	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C17	21	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	1	20	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	2	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	3	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	4	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	5	ap	ca	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	6	35	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	7	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	8	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	9	38	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	10	6	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	11	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	12	cu	mu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	13	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	14	46	ne	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	15	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	16	18	l	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	17	41	le	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	18	ip	ci	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	19	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C18	20	up	cu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	21	44	lu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C18	22	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	1	n	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	2	42	li	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	3	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	4	48	no	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	5	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	6	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	7	tis	bi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	8	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	9	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	10	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	11	un	su	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	12	9	b	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	13	11	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	14	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	15	ip	ci	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	16	o	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	17	plu	tu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	18	q	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	19	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	20	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C19	21	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C19	22	45	na	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	1	35	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	2	24	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	3	cu	mu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	4	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	5	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	6	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	7	20	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	8	53	ro	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	9	g	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	10	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	11	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	12	33	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	13	35	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	14	n	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	15	pli	ti	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P1.C20	16	49	nu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	17	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C20	18	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	19	ce	me	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C20	20	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	1	ga	ha	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	2	14		M	Unmapped source sign
P1.C21	3	me	fe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	4	19	l	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	5	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	6	35	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	7	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	8	en	se	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	9	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	10	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	11	me	fe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	12	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	13	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	14	24	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	15	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	16	op	co	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	17	43	lo	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	18	47	ni	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C21	19	o	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C21	20	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	1	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	2	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C22	3	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	4	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	5	me	fe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C22	6	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	7	q	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	8	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	9	n	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	10	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	11	30	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	12	35	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	13	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	14	10	h	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	15	38	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	16	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	17	x	c	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C22	18	21	o	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C22	19	eu	pe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C22	20	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	1	33	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	2	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	3	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	4	ca	ma	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	5	24	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	6	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	7	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	8	ou	po	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	9	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	10	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	11	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C23	12	ep	ce	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	13	41	le	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	14	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	15	pla	ta	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	16	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	17	ca	ma	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	18	49	nu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C23	19	d	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	1	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	2	4	d	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	3	co	mo	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P1.C24	4	y	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	5	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	6	51	re	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	7	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	8	tes	be	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	9	z	a	I	Image/context-assisted source-label amendment; see R1890-review.tsv
P1.C24	10	34	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	11	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	12	mi	fi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	13	ip	ci	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	14	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	15	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	16	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	17	tus	bu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C24	18	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	19	y	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	20	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C24	21	53	ro	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	1	48	no	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	2	tis	bi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	3	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	4	g	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	5	53	ro	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	6	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	7	l	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	8	un	su	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	9	e	m	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	10	20	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	11	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	12	tus	bu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	13	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	14	46	ne	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	15	ep	ce	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	16	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	17	an	sa	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	18	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C25	19	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C25	20	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	1	eu	pe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	2	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	3	cu	mu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	4	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	5	o	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	6	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	7	41	le	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	8	x	c	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	9	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	10	21	o	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	11	46	ne	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	12	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	13	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	14	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	15	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P1.C26	16	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	17	he	de	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	18	49	nu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P1.C26	19	21	o	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C01	1	eu	pe	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C01	2	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	3	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	4	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	5	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	6	pla	ta	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C01	7	22	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	8	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C01	9	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	10	30	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	11	y	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	12	o	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	13	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C01	14	49	nu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C01	15	25	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	16	12	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	17	24	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	18	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	19	30	q	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	20	y	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	21	o	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C01	22	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	1	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	2	tis	bi	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	3	20	p	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	4	c	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	5	t	a	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	6	m	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	7	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	8	7	c	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	9	plu	tu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	10	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	11	f	o	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	12	50	ra	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	13	plo	to	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	14	q	r	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	15	15	i	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	16	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	17	ga	ha	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	18	7	c	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C02	19	ca	ma	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	20	ple	te	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C02	21	52	ri	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	1	hi	di	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	2	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	3	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	4	32	n	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	5	7	c	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	6	pli	ti	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	7	23	u	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	8	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	9	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	10	36	x	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	11	ou	po	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	12	in	si	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	13	plu	tu	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	14	54	ru	M	Contextual 1640 supplement; no matched-control S claim; see key-1640-evidence.tsv
P2.C03	15	31	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	16	p	e	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	17	26	s	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
P2.C03	18	37	t	C	Value from R954/R1889 known-plaintext alignment; see key-evidence.tsv
